Cleaned12thPercentage
81.0
84.0
63.0
77.8
83.0
91.0
69.0
91.2
85.6
67.3
80.0
81.0
75.0
69.0
92.0
91.67
90.0
95.0
75.0
63.0
80.0
83.0
90.0
75.0
79.0
80.0
84.83
89.44
72.0
75.19833333333335
78.17
90.17
89.38
75.0
70.0
85.2
85.3
60.0
85.65
70.0
70.0
90.57
87.0
89.5
92.5
75.0
83.0
83.0
64.0
82.5
76.67
82.76
81.17
50.0
72.0
81.0
90.57
72.0
70.0
88.84
74.0
78.0
92.33
77.0
88.83
64.6
85.33
73.2
82.4
78.0
69.0
83.0
87.0
78.0
86.0
64.0
74.0
68.0
71.2
83.83
69.83
65.0
81.0
83.67
89.8
75.0
89.4
75.19833333333335
75.3
92.02
61.0
84.0
72.0
75.0
83.0
72.0
88.0
70.0
75.0
83.4
80.0
82.0
85.0
60.0
85.0
76.83
78.83
70.0
85.0
55.0
60.0
78.0
75.19833333333335
69.33
60.0
76.0
74.0
62.0
89.13
80.0
70.0
81.8
56.0
88.6
80.5
77.3
91.83
80.0
67.0
87.0
81.0
67.0
72.4
59.0
51.0
89.33
85.0
85.0
74.0
71.0
75.19833333333335
75.19833333333335
72.0
65.0
54.5
85.4
84.67
64.0
75.19833333333335
65.0
68.0
63.0
47.33
76.0
76.83
75.19833333333335
53.0
74.8
72.0
75.19833333333335
72.53
70.0
61.0
75.19833333333335
73.3
70.5
72.0
75.19833333333335
57.5
68.0
75.19833333333335
64.83
86.0
81.6
79.5
78.0
76.0
75.19833333333335
79.0
62.17
65.0
85.44
87.76
85.5
74.67
75.19833333333335
90.18
73.0
84.0
84.0
93.0
75.19833333333335
60.33
85.0
71.5
70.5
70.0
75.19833333333335
62.0
68.34
60.0
56.83
69.7
73.5
63.83
75.5
74.6
80.0
77.0
80.67
87.67
74.2
75.67
91.67
52.0
82.0
74.0
70.8
58.8
72.0
75.19833333333335
89.17
81.0
76.0
79.5
79.9
65.6
64.5
77.78
91.0
64.0
80.0
67.0
67.0
63.67
68.0
77.33
89.9
70.0
87.67
62.0
86.0
60.83
70.0
75.19833333333335
75.19833333333335
75.19833333333335
75.19833333333335
67.51
75.19833333333335
75.19833333333335
81.2
75.19833333333335
77.0
79.56
75.19833333333335
91.67
75.19833333333335
92.17
70.0
75.19833333333335
77.63
75.19833333333335
75.19833333333335
69.7
72.8
61.0
60.0
68.0
75.19833333333335
81.0
78.0
83.0
75.19833333333335
87.6
75.19833333333335
75.19833333333335
72.0
79.0
82.67
82.0
75.19833333333335
72.0
84.0
62.33
64.0
75.19833333333335
60.0
75.19833333333335
79.0
50.0
70.0
86.4
65.0
70.0
72.0
79.0
60.0
72.62
74.4
64.0
53.0
74.67
75.19833333333335
81.33
63.33
77.0
80.0
80.0
75.19833333333335
75.19833333333335
83.0
58.8
77.0
65.0
85.5
75.19833333333335
75.6
75.19833333333335
75.19833333333335
62.6
83.0
73.17
75.19833333333335
51.17
64.5
87.6
75.19833333333335
72.33
75.0
75.19833333333335
60.0
75.19833333333335
71.5
82.0
67.0
84.0
60.0
75.19833333333335
75.19833333333335
75.19833333333335
50.0
67.0
73.5
75.19833333333335
77.0
81.0
86.0
77.4
63.4
60.65
77.44
63.0
66.33
67.0
85.0
81.0
77.0
60.0
86.0
64.0
60.0
75.19833333333335
68.67
75.19833333333335
86.17
65.17
60.0
78.0
74.0
75.86
53.0
84.5
60.0
87.0
79.67
77.0
78.33
75.19833333333335
59.0
67.67
75.19833333333335
87.0
80.0
53.0
82.0
75.19833333333335
83.0
58.0
74.0
65.5
67.33
62.0
78.0
66.8
82.0
61.67
67.17
75.19833333333335
75.0
75.19833333333335
49.67
70.93
49.0
65.0
70.92
75.19833333333335
70.0
68.0
75.0
75.19833333333335
70.0
72.0
72.33
68.2
66.0
62.0
78.0
