Cleaned12thPercentage
75.19833333333335
79.0
64.33
68.0
85.17
68.5
75.19833333333335
62.8
82.0
61.0
75.19833333333335
50.33
65.0
73.0
53.38
75.19833333333335
75.19833333333335
73.0
81.0
60.0
86.93
64.83
81.0
82.0
64.0
95.0
75.19833333333335
75.19833333333335
54.0
88.76
75.19833333333335
75.19833333333335
88.0
60.0
75.19833333333335
69.0
68.0
87.5
85.26
80.5
66.5
61.0
75.19833333333335
75.19833333333335
75.19833333333335
60.6
75.19833333333335
79.32
60.0
75.19833333333335
76.0
70.67
72.0
75.19833333333335
75.0
69.0
70.0
83.67
75.19833333333335
82.83
71.17
77.0
77.5
75.19833333333335
83.49
72.0
75.19833333333335
75.19833333333335
75.19833333333335
75.19833333333335
70.0
77.17
53.67
77.0
78.0
62.0
52.4
75.19833333333335
52.4
78.8
75.19833333333335
63.0
75.19833333333335
75.19833333333335
76.0
75.19833333333335
81.0
86.0
73.0
90.0
78.2
52.67
84.0
79.5
80.33
65.67
60.17
67.66
62.0
65.0
56.0
66.2
54.0
75.0
69.33
75.19833333333335
75.19833333333335
52.0
62.5
71.0
73.0
60.0
75.19833333333335
82.67
82.0
87.0
75.19833333333335
65.0
64.7
69.67
60.0
67.67
58.33
63.0
80.0
60.0
68.5
72.0
75.19833333333335
64.6
75.19833333333335
60.4
91.0
75.19833333333335
75.0
71.0
57.5
75.19833333333335
92.83
62.3
92.17
84.83
62.5
74.0
75.19833333333335
85.2
75.19833333333335
67.5
64.0
75.19833333333335
68.0
75.19833333333335
55.0
78.0
75.19833333333335
72.0
70.33
56.0
78.29
67.0
61.0
52.6
75.0
60.83
63.83
69.0
63.0
58.0
75.19833333333335
63.0
75.19833333333335
85.09
75.19833333333335
92.0
92.0
70.0
66.5
75.19833333333335
75.19833333333335
89.31
67.16
83.9
78.17
75.19833333333335
75.19833333333335
67.77
82.0
85.0
82.0
90.17
75.19833333333335
64.0
67.0
76.83
75.19833333333335
77.5
61.0
75.19833333333335
69.0
74.5
75.19833333333335
96.5
75.19833333333335
71.0
77.8
75.19833333333335
70.0
75.19833333333335
55.0
55.0
63.0
76.5
75.19833333333335
86.44
69.0
70.2
67.67
75.19833333333335
62.0
68.0
77.0
75.19833333333335
86.87
86.0
80.5
59.0
85.17
84.5
85.17
77.5
86.7
91.4
87.67
75.19833333333335
88.0
64.0
84.27
88.0
75.19833333333335
65.0
85.56
95.0
88.62
58.0
80.0
71.5
74.0
62.83
79.0
92.0
75.0
68.0
82.5
77.0
66.13
88.86
69.0
45.0
95.04
75.0
74.0
87.0
92.8
62.0
77.3
60.0
88.5
91.5
88.0
65.0
95.0
86.4
81.0
85.0
86.5
92.83
85.0
71.0
94.83
72.4
76.67
86.78
95.0
90.17
88.17
85.83
76.0
88.6
78.83
95.4
76.0
75.3
75.0
70.5
87.83
83.0
73.33
77.33
58.83
87.5
91.2
75.0
72.0
83.0
75.19833333333335
78.0
75.19833333333335
79.2
82.0
80.5
90.8
75.8
90.33
97.83
87.0
79.8
83.5
89.6
69.0
91.75
70.0
88.5
85.0
88.86
76.83
74.67
80.3
83.83
83.0
84.0
71.3
67.0
75.19833333333335
82.5
75.19833333333335
83.2
89.0
58.0
72.76
74.6
91.6
77.0
70.0
75.19833333333335
72.0
90.81
81.33
74.0
70.0
62.5
56.3
92.2
94.17
79.33
88.2
72.67
87.0
60.0
74.8
62.0
82.3
81.5
75.19833333333335
61.77
81.4
89.54
80.0
60.83
67.67
77.5
89.8
75.19833333333335
60.0
73.33
78.0
72.0
67.5
75.0
87.67
62.0
83.0
95.0
74.0
84.0
86.0
75.0
63.67
67.0
63.0
97.3
73.0
75.19833333333335
82.67
71.34
91.0
54.0
83.33
80.0
89.0
65.0
61.67
70.0
89.0
74.17
67.0
52.0
78.0
84.34
85.79
75.19833333333335
65.0
85.8
75.19833333333335
46.17
68.83
78.18
84.0
62.0
76.0
93.0
75.8
70.0
81.0
86.0
82.17
81.33
47.0
53.4
60.5
64.0
70.31
81.0
50.0
69.67
58.0
52.3
73.0
75.19833333333335
75.0
70.33
58.0
78.83
77.0
58.9
81.8
75.19833333333335
63.0
83.0
89.0
72.0
72.0
73.0
81.0
70.5
90.0
81.6
70.69
65.0
70.15
86.0
67.66
80.0
78.0
86.0
82.8
74.17
86.0
73.0
80.0
79.4
70.0
93.4
88.83
70.0
89.47
79.0
67.0
92.0
73.17
75.19833333333335
72.67
53.0
75.0
80.0
77.0
74.3
75.19833333333335
70.0
81.0
87.1
82.0
80.0
80.22
88.0
60.17
61.67
89.83
70.64
71.5
74.0
84.0
58.0
74.0
88.0
85.0
55.0
54.68
90.2
81.0
78.2
73.2
72.8
56.0
65.17
75.19833333333335
75.19833333333335
87.0
62.0
55.0
72.17
63.0
73.33
69.7
75.46
73.5
75.19833333333335
75.19833333333335
50.67
62.48
68.67
70.5
75.19833333333335
75.19833333333335
75.0
75.19833333333335
73.0
81.5
77.5
79.2
84.0
54.0
49.67
79.67
74.67
80.5
76.0
68.0
56.67
91.6
75.19833333333335
65.0
75.19833333333335
72.0
75.19833333333335
61.67
75.0
68.17
72.0
85.49
58.0
58.0
60.0
56.0
84.6
86.79
87.5
86.0
70.0
66.0
56.0
85.26
85.79
63.67
61.0
83.21
85.26
84.84
50.0
85.6
85.11
69.33
76.0
85.68
87.0
75.19833333333335
80.0
83.33
55.0
75.19833333333335
70.0
75.0
82.0
67.0
75.19833333333335
60.17
75.19833333333335
75.19833333333335
75.19833333333335
69.0
74.79
70.0
86.17
51.0
71.17
86.17
53.0
75.19833333333335
75.19833333333335
50.0
60.0
60.83
64.0
77.86
75.19833333333335
70.0
75.19833333333335
54.4
75.19833333333335
68.0
85.49
75.19833333333335
53.0
75.19833333333335
84.0
72.0
80.0
92.83
60.0
72.0
61.25
67.0
70.0
83.0
84.0
57.0
60.0
60.0
82.0
62.0
55.83
71.5
86.12
73.6
45.67
84.33
58.0
58.0
59.0
54.67
60.0
60.0
75.19833333333335
85.17
84.0
67.0
84.0
75.69
85.0
83.0
85.4
66.5
75.19833333333335
75.19833333333335
75.19833333333335
88.0
75.19833333333335
83.0
77.0
95.5
78.0
86.6
75.19833333333335
82.0
83.5
75.19833333333335
71.0
86.0
75.19833333333335
86.0
75.19833333333335
66.5
75.5
51.17
69.0
89.83
69.0
77.4
74.83
71.2
54.67
75.19833333333335
66.0
71.0
74.5
93.33
72.0
75.19833333333335
58.0
90.33
65.0
54.83
83.31
75.19833333333335
75.19833333333335
59.0
57.33
66.0
67.5
63.83
90.0
92.0
83.83
70.31
74.45
60.0
63.83
65.0
85.0
79.33
81.0
58.7
70.17
65.0
80.74
73.17
77.84
77.5
67.5
70.77
81.33
82.5
75.19833333333335
75.19833333333335
70.0
54.5
61.0
72.5
48.0
69.68
65.55
78.0
90.0
53.5
62.33
75.19833333333335
75.19833333333335
67.5
76.83
60.0
70.0
60.17
84.17
75.0
59.0
83.13
81.0
78.33
76.0
68.33
67.17
69.0
64.8
67.54
91.67
81.17
79.5
88.6
86.83
53.0
50.67
91.33
83.67
64.0
58.5
56.0
77.33
81.0
63.83
61.18
61.17
62.33
75.19833333333335
75.8
75.19833333333335
59.33
92.16
84.35
80.81
79.5
84.0
79.0
85.0
77.4
84.67
75.0
92.83
75.03
69.0
89.33
88.0
87.5
92.0
70.0
70.0
96.2
82.83
87.6
88.0
91.33
79.83
81.0
90.5
94.0
69.38
82.0
67.33
93.0
80.0
86.7
70.0
86.5
86.83
63.5
92.0
93.0
84.0
89.0
87.88
69.0
82.0
94.0
80.0
70.0
80.0
80.0
75.19833333333335
84.0
80.8
85.17
91.03
84.5
74.14
82.18
86.0
70.0
80.67
70.0
75.19833333333335
81.33
78.0
73.0
60.0
70.0
82.5
69.8
64.0
75.0
86.44
79.0
80.0
56.0
86.5
90.0
69.7
88.0
84.0
92.17
79.33
82.0
90.0
83.0
84.0
76.0
81.82
75.0
67.0
81.67
45.0
79.5
75.0
90.67
53.83
84.0
86.0
72.0
65.0
88.8
87.63
81.67
80.0
72.4
78.0
62.0
79.5
78.0
84.0
90.88
79.8
90.0
70.0
89.37
81.5
82.33
90.0
86.0
82.0
80.0
69.0
54.14
87.0
92.33
86.4
88.77
88.66
90.11
72.0
76.17
80.8
93.0
71.0
88.33
88.56
78.5
60.0
71.42
63.0
91.8
77.33
79.83
71.0
85.28
75.0
90.06
90.35
79.0
70.0
68.0
68.0
91.0
55.0
67.0
75.0
74.0
75.19833333333335
70.0
75.6
75.19833333333335
76.0
71.0
63.4
92.0
80.0
74.5
77.0
74.0
77.2
72.0
60.0
78.0
84.0
